S. No.,Month ,Crash Date,Crash Day,Article Date ,Location,Million Plus City,State,LatLong,Vehicle 1,Vehicle/Object 2,Killed,Injured,Age,Gender,Road Type,Crash Type
514,May,2-May-22,Monday,3-May-22,Dhodar,Nil,Madhya Pradesh,"23.777091927177892, 75.10357459411742",Bus,Nil,1,43,NA,Male,NH,Run Off Road
515,May,3-May-22,Tuesday,3-May-22,Patiyali,Nil,Uttar Pradesh,"27.68687341006997, 78.99534007682946",Van,SUV,8,6,NA,NA,OR,Head On Collision 
516,May,1-May-22,Sunday,4-May-22,Sidharth Nagar,Nil,Maharashtra,"19.619365923859746, 74.66934423756827",Two Wheeler,Truck,1,0,40,Male,OR,Hit From Back
517,May,1-May-22,Sunday,4-May-22,Makhmalbad Road,Nashik,Maharashtra,"20.028885909229132, 73.78356602795414",Pedestrian,Unidentified,1,0,71,Female,OR,Hit and Run
518,May,2-May-22,Monday,4-May-22,Papaya's Nursery,Nashik,Maharashtra,"19.986226675027623, 73.72427000478474",Pedestrian,Unidentified,1,0,42,Male,NH,Hit and Run
519,May,3-May-22,Tuesday,4-May-22,Atta Gujran,Nil,Uttar Pradesh,"28.35668739430214, 77.52223848818913",Car,Tractor,2,0,"57,35",Both,OR,Head On Collision 
520,May,4-May-22,Wednesday,5-May-22,Kaliyasot Bridge,Bhopal,Madhya Pradesh,"23.189871656632086, 77.41725455377265",Auto Rickshaw,Bus,5,6,"35,36,22,19",Both,OR,Head On Collision 
521,May,2-May-22,Monday,5-May-22,Wakad,Nil,Maharashtra,"18.59495056442222, 73.75604351884867",Pedestrian,Truck,1,0,24,Male,NH,Hit and Run
522,May,3-May-22,Tuesday,5-May-22,LG Roundabout,Nil,Uttar Pradesh,"28.4868611335339, 77.49429776106942",Auto Rickshaw,Truck,1,0,28,Male,OR,Head On Collision 
523,May,4-May-22,Wednesday,5-May-22,Kharsod ,Nil,Madhya Pradesh,"23.11807752039203, 75.46407547714456",Car,Tractor,2,1,"55,45",Female,SH,Others
524,May,6-May-22,Friday,6-May-22,Mamdapur,Nil,Maharashtra,"20.135418839658186, 74.65510756400444",Auto Rickshaw,Truck,6,7,NA,Both,OR,Others
525,May,6-May-22,Friday,6-May-22,Azim Nagar,Nil,Uttar Pradesh,"28.905404289856037, 79.1062956902194",SUV,Tree,6,0,"30,45,28,29,20,31",Male,OR,Fixed Object Collision
526,May,5-May-22,Thursday,6-May-22,Sompura Gate,Bengaluru,Karnataka,"12.862020226009756, 77.77205292578337",Car,Bus,2,0,"18,22",Male,OR,Head On Collision 
527,May,4-May-22,Wednesday,6-May-22,Raisen,Nil,Madhya Pradesh,"23.326057720477177, 77.78323501672479",Auto Rickshaw,Bus,5,6,"35,36,22,19,24",Both,NH,Head On Collision 
528,May,6-May-22,Friday,7-May-22,Umargaon,Nil,Maharashtra,"21.41739426604872, 74.12288272195988",SUV,Truck,7,1,NA,Both,SH,Hit From Back
529,May,7-May-22,Saturday,7-May-22,Naujheel,Nil,Uttar Pradesh,"27.848858173365432, 77.64898347498242",Car,Unidentified,7,2,NA,Both,OR,Hit and Run
530,May,6-May-22,Friday,7-May-22,Tehsil Office,Nil,Rajasthan,"24.546249333417336, 76.17053028498194",Two Wheeler,Pick Up,3,2,"35,24,2",Both,NH,Head On Collision 
531,May,5-May-22,Thursday,8-May-22,Vidisha,Nil,Madhya Pradesh,"23.509171942775687, 77.78835661293982",Two Wheeler,Nil,1,0,24,Male,NH,Run Off Road
532,May,6-May-22,Friday,8-May-22,Gunga ,Nil,Madhya Pradesh,"23.449512043293492, 77.3603739357083",Pedestrian,Truck,1,0,51,Male,OR,Hit and Run
533,May,7-May-22,Saturday,8-May-22,Bilhaur,Nil,Uttar Pradesh,"26.843753078055684, 80.05730563196957",Car,Truck,1,3,40,Male,SH,Hit From Back
534,May,5-May-22,Thursday,8-May-22,Bhawar Tower,Nashik,Maharashtra,"20.009652827557286, 73.71378296498804",Bicycle,Bus,1,0,49,Male,OR,Others
535,May,6-May-22,Friday,8-May-22,Ambad Industrial Area,Nashik,Maharashtra,"19.9627494591814, 73.73507929240238",Two Wheeler,Pole,1,0,24,Male,OR,Fixed Object Collision
536,May,8-May-22,Sunday,9-May-22,Pallichal,Nil,Kerala,"8.449716258087044, 77.02523014811135",Two Wheeler,Divider,1,1,NA,Male,OR,Fixed Object Collision
537,May,8-May-22,Sunday,9-May-22,Godhra Taluka,Nil,Gujarat,"22.767861943269647, 73.61872223349603",Car,Truck,3,0,NA,Both,OR,Head On Collision 
538,May,8-May-22,Sunday,9-May-22,Maraikayarpattinam,Nil,Tamil Nadu,"9.27376582632313, 79.13043489159699",Two Wheeler,Car,4,0,"66,42,21,40",Male,OR,Others
539,May,5-May-22,Thursday,9-May-22,Aluva,Nil,Kerala,"10.10300239442941, 76.34921112217255",Pedestrian,Unidentified,1,0,37,Male,NH,Hit and Run
540,May,8-May-22,Sunday,9-May-22,Hasanpalle,Nil,Telangana,"18.230128967436478, 77.9416637111745",Van,Lorry,8,17,"70,45,55,30,35",Both,OR,Head On Collision 
541,May,8-May-22,Sunday,10-May-22,Vaiyampatti,Nil,Tamil Nadu,"10.550878056041286, 78.30319449051245",Car,Divider,2,2,"34,29",Male,NH,Fixed Object Collision
542,May,10-May-22,Tuesday,10-May-22,Baran,Nil,Rajasthan,"25.073389007726288, 76.50665915927111",Tractor,Truck,4,13,"65,55,40,60",Both,NH,Hit From Back
543,May,10-May-22,Tuesday,10-May-22,Zaheerabad,Nil,Telangana,"17.69115982171781, 77.60837662178527",Pick Up,Bus,1,7,NA,Male,NH,Head On Collision 
544,May,9-May-22,Monday,10-May-22,Powat Bridge,Nil,Punjab,"30.89018554406826, 76.26028024071125",Car,Car,2,2,"65,36",Both,OR,Head On Collision 
545,May,10-May-22,Tuesday,11-May-22,Gadra Khedi,Indore,Madhya Pradesh,"22.732695893685733, 75.84650844923",Car,Truck,1,2,55,Male,OR,Head On Collision 
546,May,9-May-22,Monday,11-May-22,Adampur,Nil,Uttar Pradesh,"28.526036569312605, 78.37006266407325",Two Wheeler,Two Wheeler,5,3,"55,35,22,5,26",Male,OR,Others
547,May,10-May-22,Tuesday,11-May-22,Civil Line Stadium,Indore,Madhya Pradesh,"22.722340159343197, 75.88048907591714",Bicycle,Bus,1,0,15,Male,OR,Hit From Back
548,May,11-May-22,Wednesday,12-May-22,Anakwade,Nil,Maharashtra,"20.203697639564613, 74.44080082484251",Car,Tree,4,1,NA,Male,SH,Fixed Object Collision
549,May,11-May-22,Wednesday,12-May-22,Kivarali,Nil,Rajasthan,"24.543746111111346, 72.84649963022653",Car,Truck,4,0,"72,65,52,40",Both,NH,With Parked Vehicle
550,May,10-May-22,Tuesday,12-May-22,GaneshKhind,Pune,Maharashtra,"18.55155531894663, 73.82130109671685",Bus,Ditch,3,17,"45,58,4",Both,SH,Vehicle Overturn
551,May,11-May-22,Wednesday,13-May-22,Waterfall Point,Nil,Maharashtra,"19.684382247271774, 73.51307575663338",Car,Wall,1,6,11,Female,NH,Fixed Object Collision
552,May,13-May-22,Friday,13-May-22,Kashapaat Link Road,Nil,Himachal Pradesh,"31.409100888859907, 77.82994025068348",Car,Gorge,4,2,"45,22,43",Both,OR,Vehicle Overturn
553,May,11-May-22,Wednesday,13-May-22,Challaghatta Cross,Bengaluru,Karnataka,"12.946089999182604, 77.64904856289866",Two Wheeler,Bus,1,1,50,Male,OR,Hit From Back
554,May,11-May-22,Wednesday,13-May-22,Abu Road,Nil,Rajasthan,"24.44651654208099, 72.74707664039552",Pedestrian,Truck,4,2,"72,65,52,40",Both,NH,Head On Collision 
555,May,11-May-22,Wednesday,13-May-22,Chak Maniya,Nil,Uttar Pradesh,"26.15094649667107, 80.86852361436021",Bus,Ditch,2,20,NA,NA,OR,Others
556,May,13-May-22,Friday,14-May-22,Buchirajupalem,Vizag,Andhra Pradesh,"17.743685955669505, 83.23133769944204",Pedestrian,Bus,1,0,17,Male,SH,Hit and Run
557,May,13-May-22,Friday,14-May-22,Gajuwaka,Vizag,Andhra Pradesh,"17.68578095861871, 83.20922226054095",Two Wheeler,Lorry,1,0,50,Male,OR,Hit From Back
558,May,14-May-22,Saturday,15-May-22,NH 544 Angamaly,Nil,Kerala,"10.19544529148008, 76.385954818015",Pedestrian,Truck,1,1,20,Male,NH,Hit and Run
559,May,15-May-22,Sunday,15-May-22,Paldi,Jaipur,Rajasthan,"26.882724779328758, 75.90358755515705",Car,Truck,6,9,"47,18,30,60,50,1",Both,NH,Others
560,May,15-May-22,Sunday,15-May-22,Nareli,Nil,Rajasthan,"26.46894502713314, 74.71138723875984",Bus,Truck,2,4,NA,Both,NH,Head On Collision 
561,May,15-May-22,Sunday,15-May-22,Surer,Nil,Rajasthan,"27.192183084330974, 76.61110009421967",Auto Rickshaw,Truck,4,0,NA,Both,SH,Others
562,May,14-May-22,Saturday,15-May-22,Industrial Area Sandila,Nil,Uttar Pradesh,"27.073667385901476, 80.51646348612965",Two Wheeler,Bus,4,0,NA,Both,OR,Others
563,May,14-May-22,Saturday,15-May-22,Nanpara Road,Nil,Uttar Pradesh,"27.93132132286943, 81.13886070926094",Car,SUV,3,2,"38,22",Male,NH,Head On Collision 
564,May,12-May-22,Thursday,15-May-22,Ojhar,Nil,Maharashtra,"20.101925235020726, 73.93152734494723",Two Wheeler,Truck,2,0,"79,78",Male,NH,Hit From Back
565,May,14-May-22,Saturday,16-May-22,Mahasrul,Nashik,Maharashtra,"20.053177692119505, 73.80500197185006",Two Wheeler,Unidentified,1,0,20,Male,SH,Hit and Run
566,May,14-May-22,Saturday,16-May-22,Bhadarkali,Nashik,Maharashtra,"20.000333469792885, 73.78958773099342",Pedestrian,Unidentified,1,1,53,Male,OR,Hit and Run
567,May,14-May-22,Saturday,16-May-22,College Road,Nashik,Maharashtra,"20.005980445162187, 73.76297469835275",Pedestrian,Two Wheeler,1,0,64,Female,OR,Hit and Run
568,May,16-May-22,Monday,16-May-22,Ghiyagi,Nil,Himachal Pradesh,"31.577913906049712, 77.35941405794472",SUV,Gorge,4,3,NA,Both,NH,Vehicle Overturn
569,May,14-May-22,Saturday,16-May-22,Devguradia,Indore,Madhya Pradesh,"22.671794394071348, 75.918089949171",Car,Nil,1,0,NA,Male,NH,Run Off Road
570,May,15-May-22,Sunday,16-May-22,Gaurav Nagar,Bengaluru,Karnataka,"12.88524566992615, 77.57634127016719",Pedestrian,Two Wheeler,1,0,64,Male,OR,Hit and Run
571,May,15-May-22,Sunday,16-May-22,Tadubi,Nil,Manipur,"25.477662972636836, 94.13632029737813",Truck,Gorge,2,0,NA,Male,NH,Vehicle Overturn
572,May,17-May-22,Tuesday,17-May-22,Odhi,Nil,Haryana,"28.057112633830748, 76.53551845040089",SUV,Truck,5,11,"50,35,16,45,70",Both,NH,With Parked Vehicle
573,May,17-May-22,Tuesday,17-May-22,Mundi,Nil,Madhya Pradesh,"22.067179456684197, 76.49031909208674",Pedestrian,Truck,3,10,"62,5",Both,SH,Others
574,May,16-May-22,Monday,17-May-22,Baljora,Nil,Bihar,"26.162963427333615, 86.88909277791048",Car,Tree,4,4,NA,Both,OR,Fixed Object Collision
575,May,16-May-22,Monday,17-May-22,Bendapudi,Nil,Andhra Pradesh,"17.269234345810965, 82.37747286767713",Car,Canal,1,1,51,Male,OR,Vehicle Overturn
576,May,17-May-22,Tuesday,18-May-22,Sector 25 Panchkula,Nil,Haryana,"30.671221259827167, 76.88999539410526",Two Wheeler,Car,1,0,NA,Male,NH,Head On Collision 
577,May,17-May-22,Tuesday,18-May-22,Purmepada,Nil,Maharashtra,"20.72823115621517, 74.70037694353343",Auto Rickshaw,Truck,3,10,"28,51,48",Male,NH,Others
578,May,17-May-22,Tuesday,18-May-22,Sector 47-48 Junction,Nil,Uttar Pradesh,"28.55335666053787, 77.36494784033461",Two Wheeler,Bus,1,0,22,Male,OR,Others
579,May,19-May-22,Thursday,19-May-22,Rohad Toll Plaza,Nil,Haryana,"28.754327124318575, 76.7952203240415",Pedestrian,Truck,3,15,NA,Male,NH,Hit and Run
580,May,17-May-22,Tuesday,19-May-22,Naujheel,Nil,Uttar Pradesh,"27.881762542999425, 77.66609822093308",Bus,Truck,3,31,"55,60",Male,SH,With Parked Vehicle
581,May,17-May-22,Tuesday,19-May-22,BMC School,Mumbai,Maharashtra,"19.096141570969568, 72.89509648023314",Pedestrian,Unidentified,1,0,36,Male,OR,Hit and Run
582,May,18-May-22,Wednesday,20-May-22,Bhawarkua,Indore,Madhya Pradesh,"22.684423019574734, 75.86403139203829",Two Wheeler,Unidentified,1,0,78,Male,OR,Hit and Run
583,May,18-May-22,Wednesday,20-May-22,Khudel,Nil,Madhya Pradesh,"22.68762302544426, 76.02893113430558",Pedestrian,Unidentified,1,0,16,Male,NH,Hit and Run
584,May,20-May-22,Friday,20-May-22,Tulsipur,Nil,Uttar Pradesh,"27.52172053183818, 82.41235769557638",SUV,Tractor,6,3,NA,NA,NH,Others
585,May,20-May-22,Friday,20-May-22,Phoolpur,Nil,Uttar Pradesh,"25.550649693378844, 82.08572387562211",Truck,Truck,3,9,"8,15,35",Both,NH,Head On Collision 
586,May,19-May-22,Thursday,20-May-22,Devikulam,Nil,Kerala,"10.052362937218437, 77.10900568693022",Car,Gorge,2,7,"32,1",Both,NH,Vehicle Overturn
587,May,18-May-22,Wednesday,20-May-22,Bharatpur,Nil,Rajasthan,"27.204043277713968, 77.51521609091031",Car,SUV,5,2,"18,20,16,18,16",Male,NH,Head On Collision 
588,May,19-May-22,Thursday,20-May-22,Balaji Temple,Nil,Rajasthan,"28.39348444862294, 74.53522041330635",Truck,Truck,1,1,NA,Male,SH,Head On Collision 
589,May,19-May-22,Thursday,20-May-22,Sikola,Nil,Chhattisgarh,"21.133458389144444, 81.56444633764796",Two Wheeler,Car,1,1,8,Male,OR,Head On Collision 
590,May,18-May-22,Wednesday,20-May-22,Muhana,Jaipur,Rajasthan,"26.787152514773027, 75.7190998159622",Two Wheeler,Car,1,0,1,Male,OR,Hit From Side
591,May,16-May-22,Monday,20-May-22,Rohini,Delhi,Delhi,"28.730096722496878, 77.0946501729977",Two Wheeler,Unidentified,1,0,19,Male,OR,Hit and Run
592,May,21-May-22,Saturday,21-May-22,Bad Cross,Nil,Karnataka,"15.403185532896078, 74.94871527223813",SUV,Tree,9,12,"14,13,34,60,20,11,35",Both,SH,Fixed Object Collision
593,May,20-May-22,Friday,21-May-22,New Sarada Bridge,Nil,Andhra Pradesh,"17.69064089159312, 82.9963702178825",Car,Divider,1,5,NA,Male,SH,Fixed Object Collision
594,May,20-May-22,Friday,21-May-22,Thiruporur,Nil,Tamil Nadu,"12.720451344575162, 80.22874420186511",Two Wheeler,Truck,1,2,15,Male,SH,Hit From Back
595,May,20-May-22,Friday,21-May-22,Kathariguppe Junction,Bengaluru,Karnataka,"12.925436890337561, 77.5500190244414",Pedestrian,Car,1,3,28,Male,OR,Hit and Run
596,May,21-May-22,Saturday,21-May-22,Amrapur,Nil,Gujarat,"23.40338740944115, 72.91766547164153",Truck,Truck,2,2,NA,NA,SH,Others
597,May,20-May-22,Friday,21-May-22,Jarhagaon,Nil,Chhattisgarh,"22.11624018077627, 81.83013784997301",Pick Up,Truck,4,0,"36,22,24,40",Male,NH,Hit From Back
598,May,20-May-22,Friday,21-May-22,Sector 5 Bhilai,Nil,Chhattisgarh,"21.18904212939866, 81.34545038662783",Pedestrian,Two Wheeler,1,3,NA,Male,OR,Hit and Run
599,May,22-May-22,Sunday,22-May-22,Bhindoosi,Nil,Rajasthan,"27.8986323679581, 76.78800883305775",Car,Tree,3,1,"40,36,12",Both,SH,Fixed Object Collision
600,May,22-May-22,Sunday,22-May-22,Narava,Nil,Andhra Pradesh,"18.137699542148816, 83.32743542368257",Two Wheeler,Nil,1,0,50,Male,NH,Run Off Road
601,May,22-May-22,Sunday,22-May-22,Tekkali,Nil,Andhra Pradesh,"18.60336510138477, 84.22527114802753",Two Wheeler,Car,1,1,45,Female,SH,Hit From Back
602,May,22-May-22,Sunday,22-May-22,Katya,Nil,Uttar Pradesh,"25.643551452860763, 83.27729612961552",SUV,Truck,8,3,"16,35,26,18,19,25,35,22",Both,NH,With Parked Vehicle
603,May,22-May-22,Sunday,23-May-22,Karepalli,Nil,Telangana,"17.509481708599825, 80.26925174221408",SUV,Bus,2,4,"75,65",Both,OR,Hit From Back
604,May,22-May-22,Sunday,23-May-22,Kakarlavari,Nil,Andhra Pradesh,"13.273478560975471, 79.027086825356",Car,Truck,3,2,NA,NA,OR,Others
605,May,22-May-22,Sunday,23-May-22,Guttapalli,Nil,Andhra Pradesh,"13.86819759021567, 78.77461262053599",Two Wheeler,Two Wheeler,2,0,"18,19",Both,NH,Head On Collision 
606,May,21-May-22,Saturday,23-May-22,Council Hall Junction,Pune,Maharashtra,"18.524568989580217, 73.87871353371771",Two Wheeler,Car,1,0,39,Male,OR,Hit From Side
607,May,23-May-22,Monday,23-May-22,Kali Temple Bariyadih,Nil,Bihar,"26.664755910360004, 84.71219867953789",Truck,Nil,8,10,NA,Male,OR,Run Off Road
608,May,22-May-22,Sunday,23-May-22,Kakatiya Canal Bridge,Nil,Telangana,"18.006945956912094, 79.5901092116075",Car,River,2,2,"49,55",Male,SH,Vehicle Overturn
609,May,24-May-22,Tuesday,24-May-22,Gulaothi,Nil,Uttar Pradesh,"28.584515854011727, 77.79003248290203",Car,Truck,5,5,NA,NA,SH,With Parked Vehicle
610,May,24-May-22,Tuesday,24-May-22,Tarihal Bypass Hubbali,Nil,Karnataka,"15.362913139180938, 75.04617176877429",Lorry,Bus,8,24,NA,Both,NH,Others
611,May,23-May-22,Monday,24-May-22,Ichadih,Nil,Jharkhand,"23.096472405499167, 85.97996457161798",Bus,Nil,1,20,35,Female,OR,Run Off Road
612,May,24-May-22,Tuesday,24-May-22,Sabzi Mandi Shalimar Bagh,Delhi,Delhi,"28.716174074863723, 77.15867912877115",Car,Truck,1,1,31,Male,OR,With Parked Vehicle
613,May,22-May-22,Sunday,24-May-22,Ellisbridge,Ahmedabad,Gujarat,"23.0267247850169, 72.5728796766614",Pedestrian,Car,1,0,2,Male,OR,Hit and Run
614,May,25-May-22,Wednesday,25-May-22,Palhari,Nil,Uttar Pradesh,"26.924781146967202, 81.21674603315309",Car,Truck,4,0,NA,NA,SH,Head On Collision 
615,May,24-May-22,Tuesday,25-May-22,Kandela,Nil,Haryana,"29.380654201283967, 76.34064669325195",SUV,Truck,6,17,NA,Both,SH,Head On Collision 
616,May,24-May-22,Tuesday,25-May-22,Thiruverumbur,Trichy,Tamil Nadu,"10.782139133310102, 78.78119451775756",Two Wheeler,Truck,2,0,"23,26",Male,NH,Hit From Back
617,May,25-May-22,Wednesday,26-May-22,Zojila,Nil,Jammu,"34.048386081745086, 74.38044562399234",Car,Gorge,9,0,NA,Male,OR,Vehicle Overturn
618,May,25-May-22,Wednesday,26-May-22,Moravapalli,Nil,Andhra Pradesh,"13.620821614553691, 78.24049514806525",Car,Divider,4,0,"45,35,4,3",Both,SH,Fixed Object Collision
619,May,25-May-22,Wednesday,26-May-22,Kotigad,Nil,Uttarakhand,"30.374375138949954, 78.39255813167205",Car,Gorge,6,0,"24,23,61,59,43,36",Both,NH,Vehicle Overturn
620,May,25-May-22,Wednesday,26-May-22,Nandigama Bypass,Nil,Andhra Pradesh,"16.789162736432047, 80.27281226724797",Auto Rickshaw,Lorry,2,0,NA,Male,NH,Others
621,May,25-May-22,Wednesday,26-May-22,Gadhejalgaon,Nil,Maharashtra,"19.87764854486526, 75.59152408859178",SUV,Bus,4,10,NA,NA,OR,Head On Collision 
622,May,26-May-22,Thursday,27-May-22,Mopidevi,Nil,Andhra Pradesh,"16.065948412909762, 80.9215953574275",Car,Divider,4,3,"50,52,50,70",Male,NH,Fixed Object Collision
623,May,26-May-22,Thursday,27-May-22,Laxminagar,Nil,Karnataka,"12.8760252943092, 74.84192537345163",Two Wheeler,Divider,1,0,NA,Male,OR,Fixed Object Collision
624,May,25-May-22,Wednesday,27-May-22,Zojila Pass,Nil,Jammu,"34.260992074940674, 75.44272159468981",Car,Gorge,4,0,NA,Male,OR,Run Off Road
625,May,26-May-22,Thursday,27-May-22,Khambhaliya,Rajkot,Gujarat,"22.207822262700414, 69.65416821977574",Car,Car,3,9,"30,32",Male,OR,Head On Collision 
626,May,26-May-22,Thursday,27-May-22,Badgaon,Nil,Madhya Pradesh,"22.123850062074077, 75.89816995636659",Pedestrian,SUV,5,0,"54,52,28,7,6",Both,OR,Head On Collision 
627,May,26-May-22,Thursday,28-May-22,Autonagar,Vijayawada,Andhra Pradesh,"16.491462412431225, 80.66894989089407",Two Wheeler,Lorry,3,0,"34,29,5",Both,NH,Head On Collision 
628,May,27-May-22,Friday,28-May-22,Ajabpura,Nil,Rajasthan,"27.537376678664568, 76.35858949059887",Two Wheeler,Two Wheeler,2,1,NA,Male,OR,Head On Collision 
629,May,26-May-22,Thursday,28-May-22,Barkot,Nil,Uttarakhand,"30.80689279355813, 78.20420198159802",SUV,Gorge,3,10,"40,42,23",Both,NH,Vehicle Overturn
630,May,29-May-22,Sunday,29-May-22,Nainiha,Nil,Uttar Pradesh,"28.016454798886496, 81.31789301824823",Bus,Truck,7,9,"60,36,30,48,47,45,47",Both,NH,Head On Collision 
631,May,28-May-22,Saturday,29-May-22,Nawada,Nil,Madhya Pradesh,"22.589090236808197, 75.80747013188054",Two Wheeler,Nil,1,2,20,Male,OR,Run Off Road
632,May,28-May-22,Saturday,29-May-22,Ganga Barrage Kanpur,Kanpur,Uttar Pradesh,"26.51265659250291, 80.32094887430725",Two Wheeler,Truck,1,1,24,Female,OR,Head On Collision 
633,May,29-May-22,Sunday,29-May-22,Jasaura,Nil,Uttar Pradesh,"27.107125724318735, 79.84481244584792",Car,Bus,5,3,NA,Both,OR,Head On Collision 
634,May,29-May-22,Sunday,29-May-22,Khamdong,Nil,Sikkim,"27.25894051998348, 88.45985559791545",Car,Gorge,6,0,NA,Both,SH,Vehicle Overturn
635,May,29-May-22,Friday,30-May-22,Bekariya,Nil,Rajasthan,"24.711856481447, 73.22791031897731",Bus,Truck,2,15,"55,27",Both,NH,With Parked Vehicle
636,May,28-May-22,Saturday,30-May-22,Lunawada,Nil,Gujarat,"23.129551575290876, 73.60547304334649",Two Wheeler,Truck,4,0,"30,24,5,1",Both,SH,Hit From Back
637,May,28-May-22,Saturday,30-May-22,Sola Bhagwat,Ahmedabad,Gujarat,"23.088775010841232, 72.52882841657133",Two Wheeler,Car,2,0,"34,32",Both,NH,Others
638,May,28-May-22,Saturday,30-May-22,Panjriya,Nil,Madhya Pradesh,"22.566176366809227, 75.64855895145381",Car,Truck,2,1,NA,Male,NH,Head On Collision 
639,May,29-May-22,Sunday,31-May-22,Bapat Junction,Indore,Madhya Pradesh,"22.754986077654113, 75.87853274338192",Car,Divider,1,3,30,Male,SH,Fixed Object Collision
640,May,30-May-22,Monday,31-May-22,Ravet,Nil,Maharashtra,"18.649575510343123, 73.0449974782437",Pedestrian,Truck,1,4,32,Male,OR,Hit and Run
641,May,29-May-22,Sunday,31-May-22,Rentachintala,Nil,Andhra Pradesh,"16.553717107957826, 79.5669647203101",Lorry,Truck,7,18,"70,50,70,50,32,60,40",Both,SH,With Parked Vehicle
642,June,1-Jun-22,Wednesday,1-Jun-22,Nava Bunder Rd,Nil,Gujarat,"21.765140069257775, 72.15269214296974",Car,Truck,4,0,NA,Male,OR,Others
643,June,31-May-22,Tuesday,1-Jun-22,Mandir Shanderi,Nil,Jammu,"33.18545253731576, 75.81882794553698",Car,Gorge,2,6,55,Male,OR,Vehicle Overturn
644,June,31-May-22,Tuesday,1-Jun-22,Kesar Hotel,Nil,Madhya Pradesh,"21.809840627336214, 76.37687237616558",Car,Tree,3,3,"28,30,5",Male,SH,Fixed Object Collision
645,June,30-May-22,Monday,1-Jun-22,Mugaliya Hat,Nil,Madhya Pradesh,"23.347097950679085, 77.25918848605697",SUV,Truck,2,0,"57,32",Both,NH,With Parked Vehicle
646,June,31-May-22,Tuesday,1-Jun-22,Kishan Ghat,Nil,Rajasthan,"26.915699517136556, 70.89697169768434",Pedestrian,SUV,1,0,5,Male,SH,Hit and Run
647,June,2-Jun-22,Thursday,2-Jun-22,Tilhar,Nil,Uttar Pradesh,"27.959452458226192, 79.74446841036747",SUV,Nil,1,8,25,Male,OR,Run Off Road
648,June,2-Jun-22,Thursday,2-Jun-22,Kasbe Vani,Nil,Maharashtra,"20.329656892867114, 73.89217606845048",Car,Tractor,7,9,NA,NA,NH,With Parked Vehicle
649,June,2-Jun-22,Thursday,3-Jun-22,Khamalpur,Nil,Madhya Pradesh,"22.01081464760876, 77.98420074749231",Car,Tree,1,0,39,Male,SH,Fixed Object Collision
650,June,2-Jun-22,Thursday,3-Jun-22,Shamshabad,Hyderabad,Telangana,"17.252287102196647, 78.45286538050513",Two Wheeler,Car,1,0,60,Male,OR,Hit From Back
651,June,4-Jun-22,Saturday,4-Jun-22,Kadarpur,Nil,Haryana,"28.381317931424377, 77.09948647408966",Two Wheeler,Unidentified,2,1,"17,19",Male,OR,Hit and Run
652,June,3-Jun-22,Friday,4-Jun-22,Suvarna Vidhana Soudha,Nil,Karnataka,"15.814044464114778, 74.56729689574281",Two Wheeler,Unidentified,1,0,29,Male,NH,Hit and Run
653,June,2-Jun-22,Thursday,4-Jun-22,Velu ,Nil,Maharashtra,"18.36360217088783, 73.86012694800759",Two Wheeler,Two Wheeler,2,0,"58,20",Male,OR,Head On Collision 
654,June,3-Jun-22,Friday,4-Jun-22,Kivale ,Nil,Maharashtra,"18.848908744701962, 73.80568030739035",Two Wheeler,Unidentified,2,2,"32,3",Female,OR,Hit and Run
655,June,4-Jun-22,Saturday,5-Jun-22,Qureshi Mandi,Nil,Madhya Pradesh,"23.32282627491751, 75.0468541197892",Pedestrian,Pick Up,1,1,12,Female,OR,Hit and Run
656,June,4-Jun-22,Saturday,5-Jun-22,Sub Jail Neemuch,Nil,Madhya Pradesh,"24.489426562017265, 74.85483398272432",Two Wheeler,Unidentified,1,0,45,Male,SH,Hit and Run
657,June,4-Jun-22,Saturday,5-Jun-22,Kasegaon,Nil,Maharashtra,"17.12572168069846, 74.19127777864087",Car,Truck,5,0,"35,38,14,9,4",Both,NH,With Parked Vehicle
658,June,3-Jun-22,Friday,5-Jun-22,Chettiar Thottam,Nil,Tamil Nadu,"9.675948577660348, 78.09748683294364",Moped,Van,1,0,58,Male,OR,Head On Collision 
659,June,3-Jun-22,Friday,5-Jun-22,Kamba Perumal Temple,Nil,Tamil Nadu,"10.003957226637306, 77.6341600810625",Pedestrian,Unidentified,1,0,65,Male,NH,Hit and Run
660,June,3-Jun-22,Friday,5-Jun-22,Gunga ,Nil,Madhya Pradesh,"23.449334301618304, 77.3607202210014",Two Wheeler,Car,1,1,26,Male,OR,Others
661,June,3-Jun-22,Friday,5-Jun-22,Ayodhya Nagar,Bhopal,Madhya Pradesh,"23.27046988834774, 77.46788863666241",Two Wheeler,Nil,1,1,35,Male,OR,Run Off Road
662,June,3-Jun-22,Friday,5-Jun-22,Borawde,Nil,Maharashtra,"16.42736453357851, 74.1379363663469",Two Wheeler,Truck,2,0,"45,40",Both,SH,Head On Collision 
