Incident_ID,State,District,Incident_Date,Pollution_Type,Pollution_Level_PPM,Trees_Destroyed,Area_Affected_Ha,Cause,Recovery_Status,Damage_Estimate_INR,Wildlife_Affected,River_or_Lake_Polluted,Govt_Response_Time_Days,NGOs_Involved,Rainfall_mm,Soil_Erosion_Level,Air_Quality_Index,Water_pH_Level,Green_Cover_Loss_Percent,Industrial_Area_Nearby,Is_Protected_Area
764,Punjab,District_1,2011-09-22,Soil,350.9,346,20.5,Illegal Dumping,Recovered,58022,45,Yes,59,4,139.3,3.23,60,7.03,26.4,No,No
765,Kerala,District_5,2022-10-06,Air,350.9,201,41.86,Deforestation,Partially Recovered,4012876,139,Yes,28,9,139.3,3.23,348,7.03,26.4,No,No
766,Punjab,District_16,2023-03-28,Air,350.9,227,23.55,Industrial Waste,Recovered,433500,52,Yes,156,4,139.3,3.23,315,7.03,26.4,No,Yes
767,Punjab,District_6,2011-12-05,Air,350.9,223,58.8,Deforestation,Recovered,3262639,287,No,46,2,139.3,3.23,57,7.03,26.4,No,Yes
768,Gujarat,District_8,2018-02-09,Water,350.9,71,37.77,Industrial Waste,Partially Recovered,3633509,273,No,71,5,139.3,3.23,324,7.03,26.4,No,No
769,Odisha,District_13,2011-06-28,Soil,350.9,337,45.44,Urban Expansion,Unrecovered,417558,268,No,38,4,139.3,3.23,242,7.03,26.4,No,Yes
770,Maharashtra,District_16,2015-09-05,Soil,350.9,454,54.18,Urban Expansion,Unrecovered,3876708,278,No,117,1,139.3,3.23,360,7.03,26.4,Yes,Yes
771,Kerala,District_3,2021-02-23,Water,350.9,390,21.15,Deforestation,Recovered,205333,61,No,108,9,139.3,3.23,308,7.03,26.4,Yes,No
772,West Bengal,District_19,2016-03-23,Soil,350.9,170,16.42,Deforestation,Unrecovered,1317580,53,Yes,146,3,139.3,3.23,102,7.03,26.4,No,No
773,Maharashtra,District_12,2010-07-03,Air,350.9,75,88.16,Urban Expansion,Recovered,3153053,68,Yes,95,3,139.3,3.23,349,7.03,26.4,Yes,No
774,Odisha,District_16,2019-06-20,Soil,350.9,295,43.94,Agricultural Runoff,Unrecovered,4599455,241,Yes,63,6,139.3,3.23,145,7.03,26.4,No,No
775,Maharashtra,District_11,2010-11-08,Water,350.9,248,41.8,Illegal Dumping,Unrecovered,4693522,269,No,103,6,139.3,3.23,353,7.03,26.4,No,No
776,Tamil Nadu,District_10,2021-03-16,Air,350.9,29,4.53,Illegal Dumping,Unrecovered,3885886,251,Yes,5,8,139.3,3.23,359,7.03,26.4,No,Yes
777,West Bengal,District_20,2020-09-13,Water,350.9,197,50.3,Urban Expansion,Recovered,2053220,283,No,172,9,139.3,3.23,141,7.03,26.4,No,No
778,Odisha,District_4,2020-02-14,Mixed,350.9,91,55.86,Illegal Dumping,Partially Recovered,2064749,70,Yes,157,1,139.3,3.23,193,7.03,26.4,Yes,Yes
779,Gujarat,District_12,2010-09-30,Air,350.9,372,56.33,Agricultural Runoff,Unrecovered,1245369,99,No,107,5,139.3,3.23,356,7.03,26.4,No,No
780,Kerala,District_2,2011-09-15,Air,350.9,211,71.0,Agricultural Runoff,Unrecovered,1323558,60,Yes,142,1,139.3,3.23,67,7.03,26.4,No,No
781,Bihar,District_19,2011-03-24,Soil,350.9,417,18.57,Industrial Waste,Unrecovered,1749266,102,No,58,8,139.3,3.23,175,7.03,26.4,Yes,No
782,Odisha,District_5,2023-04-05,Air,350.9,141,25.97,Deforestation,Recovered,1685074,118,Yes,172,1,139.3,3.23,203,7.03,26.4,Yes,No
783,Uttar Pradesh,District_8,2022-10-21,Water,350.9,46,81.26,Illegal Dumping,Partially Recovered,4045300,16,Yes,146,5,139.3,3.23,55,7.03,26.4,Yes,No
784,Kerala,District_7,2013-01-20,Soil,350.9,141,94.77,Agricultural Runoff,Recovered,2930578,190,Yes,7,7,139.3,3.23,383,7.03,26.4,Yes,No
785,Odisha,District_14,2012-10-29,Mixed,350.9,86,14.46,Deforestation,Unrecovered,1805811,211,No,87,5,139.3,3.23,387,7.03,26.4,Yes,Yes
786,Tamil Nadu,District_3,2020-05-18,Water,350.9,98,50.27,Deforestation,Recovered,2137536,77,Yes,97,2,139.3,3.23,385,7.03,26.4,Yes,No
787,Bihar,District_18,2021-04-26,Mixed,350.9,470,22.2,Industrial Waste,Unrecovered,4511826,45,Yes,45,4,139.3,3.23,137,7.03,26.4,No,No
788,Tamil Nadu,District_16,2013-04-12,Mixed,350.9,411,6.95,Deforestation,Unrecovered,1428038,92,Yes,16,3,139.3,3.23,318,7.03,26.4,No,Yes
789,Bihar,District_19,2020-02-03,Mixed,350.9,262,33.22,Deforestation,Recovered,4630163,12,No,64,0,139.3,3.23,114,7.03,26.4,Yes,Yes
790,Uttar Pradesh,District_19,2020-10-06,Air,350.9,353,15.23,Urban Expansion,Unrecovered,3194705,227,Yes,37,4,139.3,3.23,215,7.03,26.4,Yes,No
791,Kerala,District_18,2013-05-29,Water,350.9,203,71.28,Industrial Waste,Unrecovered,46417,16,No,153,9,139.3,3.23,113,7.03,26.4,No,Yes
792,Gujarat,District_20,2014-02-08,Water,350.9,185,53.84,Industrial Waste,Partially Recovered,4331694,61,Yes,9,4,139.3,3.23,319,7.03,26.4,Yes,Yes
793,Tamil Nadu,District_16,2012-01-10,Air,350.9,42,15.24,Illegal Dumping,Recovered,2547262,42,Yes,156,6,139.3,3.23,194,7.03,26.4,Yes,No
794,Tamil Nadu,District_8,2011-01-22,Soil,350.9,67,1.91,Deforestation,Recovered,2687482,67,No,137,6,139.3,3.23,382,7.03,26.4,Yes,No
795,Punjab,District_1,2014-09-03,Mixed,350.9,476,81.01,Illegal Dumping,Unrecovered,2432549,211,No,140,1,139.3,3.23,318,7.03,26.4,No,Yes
796,Bihar,District_17,2010-06-03,Water,350.9,210,18.44,Agricultural Runoff,Unrecovered,1238489,202,Yes,146,3,139.3,3.23,378,7.03,26.4,Yes,No
797,Karnataka,District_12,2013-04-04,Air,350.9,37,61.02,Deforestation,Recovered,4519171,213,No,90,0,139.3,3.23,55,7.03,26.4,No,Yes
798,Kerala,District_11,2021-08-10,Mixed,350.9,44,34.36,Agricultural Runoff,Recovered,3847522,108,No,74,4,139.3,3.23,170,7.03,26.4,No,Yes
799,Bihar,District_5,2022-10-12,Soil,350.9,496,58.96,Urban Expansion,Recovered,4905789,283,No,125,4,139.3,3.23,399,7.03,26.4,No,Yes
800,Punjab,District_12,2017-12-02,Soil,350.9,134,32.25,Deforestation,Unrecovered,3493321,93,Yes,51,3,139.3,3.23,362,7.03,26.4,Yes,Yes
801,Maharashtra,District_17,2017-07-31,Mixed,350.9,403,9.61,Illegal Dumping,Partially Recovered,2836614,224,Yes,32,9,139.3,3.23,358,7.03,26.4,Yes,No
802,Bihar,District_6,2022-04-14,Soil,350.9,330,23.07,Illegal Dumping,Partially Recovered,1139717,224,Yes,88,6,139.3,3.23,351,7.03,26.4,No,No
803,Gujarat,District_1,2012-02-23,Water,350.9,51,19.62,Deforestation,Unrecovered,3680573,238,No,176,5,139.3,3.23,383,7.03,26.4,No,No
804,Kerala,District_5,2019-04-23,Water,350.9,94,43.37,Illegal Dumping,Unrecovered,904208,117,No,136,9,139.3,3.23,181,7.03,26.4,Yes,No
805,Punjab,District_14,2012-04-27,Water,350.9,402,66.17,Deforestation,Unrecovered,4250956,90,No,158,2,139.3,3.23,339,7.03,26.4,No,No
806,Maharashtra,District_5,2010-10-10,Soil,350.9,197,27.12,Industrial Waste,Recovered,2075512,288,No,26,1,139.3,3.23,238,7.03,26.4,Yes,No
807,West Bengal,District_1,2021-04-17,Water,350.9,120,2.19,Illegal Dumping,Unrecovered,4320352,280,Yes,152,3,139.3,3.23,258,7.03,26.4,No,No
808,Punjab,District_18,2016-02-12,Air,350.9,280,52.37,Deforestation,Recovered,4265245,18,No,155,8,139.3,3.23,91,7.03,26.4,Yes,No
809,West Bengal,District_16,2021-05-20,Water,350.9,492,60.97,Deforestation,Partially Recovered,1395548,174,Yes,167,9,139.3,3.23,127,7.03,26.4,Yes,No
810,Kerala,District_9,2011-08-21,Water,350.9,450,96.32,Illegal Dumping,Unrecovered,2453841,105,No,66,4,139.3,3.23,369,7.03,26.4,No,No
811,Tamil Nadu,District_19,2019-06-15,Soil,350.9,334,59.36,Industrial Waste,Unrecovered,4577071,288,Yes,179,0,139.3,3.23,194,7.03,26.4,No,No
812,Punjab,District_5,2021-04-07,Water,350.9,114,47.65,Illegal Dumping,Recovered,4597577,247,Yes,73,2,139.3,3.23,335,7.03,26.4,Yes,No
813,Uttar Pradesh,District_2,2010-12-06,Mixed,350.9,415,57.77,Deforestation,Recovered,4066167,141,No,50,8,139.3,3.23,220,7.03,26.4,No,Yes
814,West Bengal,District_15,2022-05-14,Air,350.9,329,92.86,Industrial Waste,Recovered,1834472,297,No,45,6,139.3,3.23,142,7.03,26.4,No,No
815,Gujarat,District_7,2014-05-09,Soil,350.9,50,83.01,Agricultural Runoff,Partially Recovered,2433874,192,No,87,2,139.3,3.23,312,7.03,26.4,No,No
816,Uttar Pradesh,District_4,2020-12-07,Air,350.9,224,32.97,Urban Expansion,Partially Recovered,794118,290,Yes,33,0,139.3,3.23,72,7.03,26.4,Yes,No
817,Odisha,District_1,2022-10-13,Mixed,350.9,80,24.49,Illegal Dumping,Unrecovered,3013780,207,No,19,3,139.3,3.23,341,7.03,26.4,No,No
818,Odisha,District_13,2015-06-23,Soil,350.9,65,27.0,Deforestation,Unrecovered,3609413,247,Yes,141,8,139.3,3.23,191,7.03,26.4,No,No
819,Maharashtra,District_20,2019-12-20,Soil,350.9,416,50.94,Industrial Waste,Recovered,4659761,141,No,113,6,139.3,3.23,197,7.03,26.4,No,Yes
820,Tamil Nadu,District_7,2010-07-14,Water,350.9,245,74.66,Industrial Waste,Partially Recovered,4828671,221,Yes,22,4,139.3,3.23,165,7.03,26.4,No,Yes
821,Kerala,District_15,2017-12-26,Air,350.9,290,50.82,Agricultural Runoff,Unrecovered,789558,224,No,148,5,139.3,3.23,130,7.03,26.4,Yes,No
822,Punjab,District_14,2012-03-04,Mixed,350.9,484,7.71,Illegal Dumping,Recovered,4421503,183,Yes,97,0,139.3,3.23,74,7.03,26.4,No,No
823,Karnataka,District_19,2020-10-13,Mixed,350.9,114,72.63,Industrial Waste,Recovered,697843,187,Yes,5,6,139.3,3.23,164,7.03,26.4,Yes,No
824,Gujarat,District_20,2013-12-13,Soil,350.9,399,80.79,Agricultural Runoff,Partially Recovered,1351915,112,Yes,126,4,139.3,3.23,143,7.03,26.4,Yes,Yes
825,West Bengal,District_18,2011-12-20,Water,350.9,384,29.66,Deforestation,Partially Recovered,4983872,180,No,78,6,139.3,3.23,354,7.03,26.4,No,No
826,Kerala,District_10,2014-12-15,Soil,350.9,171,66.75,Agricultural Runoff,Unrecovered,768049,198,Yes,160,4,139.3,3.23,234,7.03,26.4,No,No
827,Uttar Pradesh,District_9,2016-08-08,Soil,350.9,200,43.23,Illegal Dumping,Unrecovered,4358111,69,No,30,4,139.3,3.23,332,7.03,26.4,Yes,Yes
828,Odisha,District_8,2016-07-08,Soil,350.9,18,89.02,Agricultural Runoff,Recovered,2342433,85,Yes,91,2,139.3,3.23,204,7.03,26.4,No,Yes
829,Gujarat,District_10,2019-01-22,Soil,350.9,69,84.68,Industrial Waste,Recovered,2095445,38,No,154,4,139.3,3.23,223,7.03,26.4,No,No
830,Karnataka,District_17,2013-12-26,Mixed,350.9,390,53.02,Industrial Waste,Recovered,4569217,130,No,82,7,139.3,3.23,222,7.03,26.4,Yes,No
831,Punjab,District_2,2019-08-17,Mixed,350.9,314,69.46,Urban Expansion,Unrecovered,967217,9,Yes,88,7,139.3,3.23,203,7.03,26.4,No,Yes
832,Maharashtra,District_6,2010-06-15,Soil,350.9,234,88.45,Agricultural Runoff,Partially Recovered,3935864,2,Yes,132,1,139.3,3.23,63,7.03,26.4,No,No
833,Karnataka,District_5,2017-05-01,Soil,350.9,316,50.08,Deforestation,Unrecovered,1355790,149,No,105,0,139.3,3.23,353,7.03,26.4,No,No
834,Gujarat,District_9,2020-07-03,Water,350.9,197,32.01,Illegal Dumping,Partially Recovered,2529128,66,Yes,67,1,139.3,3.23,177,7.03,26.4,Yes,Yes
835,Karnataka,District_5,2015-02-23,Soil,350.9,79,75.61,Urban Expansion,Unrecovered,539254,192,No,118,6,139.3,3.23,390,7.03,26.4,No,No
836,Gujarat,District_18,2019-06-10,Mixed,350.9,302,22.79,Agricultural Runoff,Unrecovered,2874263,96,No,171,2,139.3,3.23,141,7.03,26.4,Yes,Yes
837,Gujarat,District_20,2018-12-28,Air,350.9,296,39.46,Deforestation,Partially Recovered,1404682,18,No,30,7,139.3,3.23,320,7.03,26.4,Yes,No
838,Bihar,District_9,2012-09-12,Mixed,350.9,491,86.71,Urban Expansion,Unrecovered,613986,97,No,111,3,139.3,3.23,271,7.03,26.4,Yes,No
839,West Bengal,District_17,2011-01-23,Water,350.9,178,72.72,Industrial Waste,Unrecovered,2347427,56,No,144,9,139.3,3.23,356,7.03,26.4,No,Yes
840,Odisha,District_17,2021-05-08,Mixed,350.9,71,40.98,Illegal Dumping,Recovered,1061574,106,No,39,9,139.3,3.23,359,7.03,26.4,No,Yes
841,Bihar,District_12,2013-12-17,Air,350.9,358,22.26,Agricultural Runoff,Partially Recovered,3278387,87,No,86,7,139.3,3.23,157,7.03,26.4,Yes,Yes
842,Punjab,District_7,2012-12-11,Soil,350.9,451,36.24,Deforestation,Partially Recovered,907465,140,No,41,1,139.3,3.23,380,7.03,26.4,Yes,Yes
843,Bihar,District_3,2011-11-17,Air,350.9,23,29.13,Industrial Waste,Recovered,1046325,143,No,31,4,139.3,3.23,77,7.03,26.4,No,Yes
844,Tamil Nadu,District_10,2015-05-05,Soil,350.9,173,18.43,Urban Expansion,Partially Recovered,175720,51,Yes,177,5,139.3,3.23,246,7.03,26.4,No,Yes
845,Tamil Nadu,District_2,2017-08-29,Soil,350.9,429,74.59,Illegal Dumping,Recovered,874465,211,No,141,0,139.3,3.23,249,7.03,26.4,Yes,Yes
846,Odisha,District_3,2013-08-04,Mixed,350.9,254,25.95,Urban Expansion,Partially Recovered,1721463,40,No,169,0,139.3,3.23,203,7.03,26.4,No,Yes
847,Karnataka,District_16,2020-11-14,Mixed,350.9,344,45.96,Urban Expansion,Partially Recovered,1717008,90,No,156,8,139.3,3.23,119,7.03,26.4,Yes,Yes
848,West Bengal,District_2,2019-11-27,Mixed,350.9,17,39.2,Deforestation,Partially Recovered,415234,38,Yes,127,4,139.3,3.23,209,7.03,26.4,Yes,No
849,Odisha,District_10,2018-05-06,Water,350.9,163,98.23,Industrial Waste,Partially Recovered,2111628,12,Yes,64,3,139.3,3.23,152,7.03,26.4,No,No
850,Gujarat,District_6,2017-06-04,Mixed,350.9,45,39.72,Agricultural Runoff,Recovered,3134027,95,Yes,117,0,139.3,3.23,285,7.03,26.4,No,Yes
851,Uttar Pradesh,District_11,2015-02-13,Water,350.9,57,8.92,Deforestation,Recovered,2727208,108,Yes,19,2,139.3,3.23,238,7.03,26.4,No,No
852,West Bengal,District_7,2015-02-26,Mixed,350.9,94,9.89,Illegal Dumping,Partially Recovered,3913881,103,Yes,111,3,139.3,3.23,392,7.03,26.4,Yes,Yes
853,West Bengal,District_15,2017-08-14,Soil,350.9,37,59.48,Urban Expansion,Unrecovered,4421787,230,Yes,114,4,139.3,3.23,158,7.03,26.4,No,Yes
854,Gujarat,District_6,2023-08-29,Water,350.9,205,60.34,Illegal Dumping,Recovered,812651,42,No,25,9,139.3,3.23,386,7.03,26.4,No,No
855,Gujarat,District_20,2022-12-15,Air,350.9,455,42.46,Deforestation,Partially Recovered,4677423,208,Yes,166,4,139.3,3.23,350,7.03,26.4,Yes,Yes
856,Maharashtra,District_9,2017-09-07,Water,350.9,217,43.75,Deforestation,Recovered,3574064,87,Yes,121,9,139.3,3.23,304,7.03,26.4,Yes,Yes
857,Odisha,District_20,2017-12-08,Water,350.9,479,6.34,Agricultural Runoff,Unrecovered,803287,92,Yes,99,7,139.3,3.23,365,7.03,26.4,No,Yes
858,Gujarat,District_12,2020-09-02,Air,350.9,213,52.14,Urban Expansion,Unrecovered,1508345,173,Yes,90,2,139.3,3.23,242,7.03,26.4,No,Yes
859,Tamil Nadu,District_19,2022-07-17,Water,350.9,473,50.97,Deforestation,Unrecovered,2569001,125,Yes,3,6,139.3,3.23,120,7.03,26.4,Yes,No
860,Punjab,District_20,2017-02-26,Soil,350.9,316,15.81,Illegal Dumping,Partially Recovered,1234233,108,No,130,5,139.3,3.23,318,7.03,26.4,Yes,Yes
861,Uttar Pradesh,District_3,2021-10-30,Mixed,350.9,113,11.28,Agricultural Runoff,Partially Recovered,2763596,46,No,5,9,139.3,3.23,383,7.03,26.4,No,No
862,Odisha,District_15,2013-06-26,Air,350.9,239,13.23,Illegal Dumping,Unrecovered,3254584,213,Yes,20,9,139.3,3.23,258,7.03,26.4,No,No
863,Kerala,District_2,2023-04-30,Mixed,350.9,435,11.0,Urban Expansion,Recovered,4357320,91,No,38,9,139.3,3.23,225,7.03,26.4,Yes,Yes
864,Tamil Nadu,District_2,2010-03-23,Soil,350.9,110,61.36,Agricultural Runoff,Recovered,716757,180,Yes,101,5,139.3,3.23,288,7.03,26.4,No,No
865,Karnataka,District_3,2010-06-28,Air,350.9,38,20.45,Agricultural Runoff,Unrecovered,3809838,40,No,128,9,139.3,3.23,147,7.03,26.4,Yes,No
866,Gujarat,District_6,2011-05-21,Mixed,350.9,136,25.89,Agricultural Runoff,Partially Recovered,4746662,258,No,102,8,139.3,3.23,396,7.03,26.4,Yes,No
867,Kerala,District_15,2011-06-28,Mixed,350.9,347,18.18,Industrial Waste,Recovered,2877893,120,Yes,36,6,139.3,3.23,138,7.03,26.4,No,No
868,Gujarat,District_10,2017-09-07,Soil,350.9,19,95.83,Agricultural Runoff,Recovered,2163842,76,Yes,174,6,139.3,3.23,301,7.03,26.4,No,Yes
869,West Bengal,District_9,2017-09-26,Mixed,350.9,115,85.61,Illegal Dumping,Recovered,755371,94,Yes,99,0,139.3,3.23,148,7.03,26.4,Yes,Yes
870,Tamil Nadu,District_1,2023-08-26,Soil,350.9,176,23.82,Illegal Dumping,Partially Recovered,595422,268,No,113,0,139.3,3.23,378,7.03,26.4,Yes,Yes
871,West Bengal,District_16,2020-08-01,Water,350.9,475,33.43,Urban Expansion,Unrecovered,4029915,17,No,37,8,139.3,3.23,375,7.03,26.4,Yes,No
872,Maharashtra,District_6,2020-09-19,Soil,350.9,266,21.78,Deforestation,Partially Recovered,2400785,292,Yes,54,8,139.3,3.23,203,7.03,26.4,No,No
873,West Bengal,District_9,2011-04-15,Water,350.9,304,49.7,Deforestation,Recovered,4021179,170,Yes,149,9,139.3,3.23,344,7.03,26.4,Yes,Yes
874,Maharashtra,District_4,2015-08-04,Air,350.9,286,2.94,Industrial Waste,Unrecovered,1237450,161,No,149,2,139.3,3.23,332,7.03,26.4,Yes,No
875,Maharashtra,District_2,2019-08-25,Mixed,350.9,74,67.47,Agricultural Runoff,Partially Recovered,961077,51,Yes,92,7,139.3,3.23,345,7.03,26.4,Yes,No
876,Kerala,District_4,2010-04-02,Soil,350.9,280,52.79,Industrial Waste,Unrecovered,2534056,35,No,70,8,139.3,3.23,80,7.03,26.4,No,Yes
877,Gujarat,District_1,2016-10-25,Soil,350.9,397,89.97,Urban Expansion,Recovered,4840058,186,No,84,0,139.3,3.23,180,7.03,26.4,Yes,No
878,Karnataka,District_19,2016-02-11,Mixed,350.9,197,17.27,Urban Expansion,Partially Recovered,4322596,247,Yes,164,2,139.3,3.23,265,7.03,26.4,No,No
879,West Bengal,District_10,2013-08-19,Mixed,350.9,326,80.61,Deforestation,Unrecovered,246424,51,No,11,5,139.3,3.23,64,7.03,26.4,No,Yes
880,Tamil Nadu,District_15,2013-09-14,Air,350.9,413,79.4,Urban Expansion,Partially Recovered,56475,18,No,88,3,139.3,3.23,375,7.03,26.4,Yes,Yes
881,Maharashtra,District_19,2016-04-28,Air,350.9,147,13.59,Agricultural Runoff,Recovered,1009044,91,No,87,7,139.3,3.23,316,7.03,26.4,Yes,Yes
882,Gujarat,District_16,2015-07-30,Soil,350.9,352,40.46,Illegal Dumping,Unrecovered,2117424,138,No,31,8,139.3,3.23,335,7.03,26.4,Yes,Yes
883,Uttar Pradesh,District_4,2015-06-28,Air,350.9,114,17.85,Urban Expansion,Recovered,3963231,219,Yes,101,6,139.3,3.23,340,7.03,26.4,No,Yes
884,Odisha,District_2,2019-03-05,Water,350.9,43,26.22,Industrial Waste,Unrecovered,4312948,98,No,165,0,139.3,3.23,92,7.03,26.4,Yes,Yes
885,Kerala,District_13,2020-10-21,Air,350.9,389,27.06,Agricultural Runoff,Recovered,4410612,235,Yes,60,1,139.3,3.23,217,7.03,26.4,No,Yes
886,Karnataka,District_1,2014-06-28,Air,350.9,119,56.07,Urban Expansion,Recovered,2345109,206,No,61,0,139.3,3.23,398,7.03,26.4,No,No
887,Bihar,District_17,2016-04-19,Soil,350.9,441,41.73,Urban Expansion,Partially Recovered,4130116,143,Yes,67,8,139.3,3.23,304,7.03,26.4,No,Yes
888,Kerala,District_13,2013-09-19,Water,350.9,42,94.83,Agricultural Runoff,Recovered,4626145,198,No,157,3,139.3,3.23,219,7.03,26.4,No,No
889,Uttar Pradesh,District_4,2012-04-16,Air,350.9,363,13.51,Urban Expansion,Partially Recovered,3708847,286,No,79,9,139.3,3.23,308,7.03,26.4,No,Yes
890,Odisha,District_7,2023-03-07,Water,350.9,240,97.4,Illegal Dumping,Recovered,390457,263,Yes,71,7,139.3,3.23,395,7.03,26.4,No,No
891,Uttar Pradesh,District_17,2022-10-24,Water,350.9,326,23.83,Deforestation,Recovered,2922951,216,No,67,4,139.3,3.23,127,7.03,26.4,Yes,No
892,West Bengal,District_9,2022-09-19,Water,350.9,275,77.51,Agricultural Runoff,Recovered,2808325,188,Yes,128,4,139.3,3.23,388,7.03,26.4,Yes,No
893,Maharashtra,District_4,2020-03-01,Mixed,350.9,191,34.56,Industrial Waste,Unrecovered,1552666,43,No,111,4,139.3,3.23,134,7.03,26.4,No,No
894,Karnataka,District_19,2010-08-31,Mixed,350.9,349,15.17,Urban Expansion,Partially Recovered,4748713,290,Yes,16,4,139.3,3.23,198,7.03,26.4,No,No
895,Punjab,District_1,2021-07-07,Mixed,350.9,74,85.93,Deforestation,Unrecovered,3453419,188,Yes,45,2,139.3,3.23,250,7.03,26.4,Yes,Yes
896,Maharashtra,District_10,2023-06-05,Mixed,350.9,342,31.58,Industrial Waste,Partially Recovered,2432938,193,No,34,5,139.3,3.23,126,7.03,26.4,Yes,Yes
897,Punjab,District_4,2012-01-19,Soil,350.9,10,66.23,Industrial Waste,Recovered,2779690,269,No,44,0,139.3,3.23,299,7.03,26.4,Yes,Yes
898,Odisha,District_9,2010-07-25,Air,350.9,142,57.08,Illegal Dumping,Unrecovered,77258,259,No,117,7,139.3,3.23,102,7.03,26.4,Yes,No
899,Gujarat,District_13,2018-04-26,Mixed,350.9,89,47.7,Deforestation,Partially Recovered,2288274,238,No,125,3,139.3,3.23,349,7.03,26.4,No,No
900,Bihar,District_14,2020-08-15,Soil,350.9,280,50.09,Agricultural Runoff,Recovered,2172790,111,No,103,5,139.3,3.23,351,7.03,26.4,Yes,No
901,Tamil Nadu,District_10,2019-10-05,Air,350.9,250,73.49,Deforestation,Partially Recovered,4035131,68,No,120,1,139.3,3.23,342,7.03,26.4,No,Yes
902,Maharashtra,District_6,2020-10-07,Mixed,350.9,37,9.69,Deforestation,Partially Recovered,1841004,48,No,170,1,139.3,3.23,343,7.03,26.4,No,No
903,Karnataka,District_16,2011-03-18,Air,350.9,232,67.15,Industrial Waste,Recovered,4967607,150,No,35,7,139.3,3.23,158,7.03,26.4,Yes,No
904,Uttar Pradesh,District_6,2016-01-23,Mixed,350.9,32,89.69,Illegal Dumping,Unrecovered,1922768,238,No,126,0,139.3,3.23,137,7.03,26.4,Yes,Yes
905,Karnataka,District_17,2012-12-26,Soil,350.9,118,6.72,Illegal Dumping,Recovered,814350,114,Yes,75,7,139.3,3.23,215,7.03,26.4,No,Yes
906,Odisha,District_10,2022-09-24,Water,350.9,116,14.92,Deforestation,Unrecovered,4873341,74,Yes,84,9,139.3,3.23,316,7.03,26.4,No,Yes
907,Punjab,District_18,2019-09-26,Water,350.9,154,71.95,Deforestation,Partially Recovered,3969945,97,Yes,158,9,139.3,3.23,142,7.03,26.4,No,No
908,Uttar Pradesh,District_18,2013-03-05,Air,350.9,378,44.29,Urban Expansion,Partially Recovered,1463447,110,No,53,0,139.3,3.23,222,7.03,26.4,No,No
909,Tamil Nadu,District_3,2012-02-01,Soil,350.9,363,40.95,Industrial Waste,Partially Recovered,2443954,284,Yes,58,8,139.3,3.23,113,7.03,26.4,Yes,Yes
910,Tamil Nadu,District_20,2013-06-22,Water,350.9,406,14.56,Agricultural Runoff,Unrecovered,56371,255,No,156,0,139.3,3.23,175,7.03,26.4,Yes,No
911,Maharashtra,District_15,2022-06-29,Mixed,350.9,407,51.17,Agricultural Runoff,Recovered,559175,116,No,143,3,139.3,3.23,279,7.03,26.4,Yes,No
912,Odisha,District_15,2018-08-16,Water,350.9,148,13.53,Illegal Dumping,Unrecovered,548147,175,No,166,8,139.3,3.23,154,7.03,26.4,Yes,No
913,Gujarat,District_4,2022-12-19,Air,350.9,293,48.19,Industrial Waste,Partially Recovered,3466211,227,No,50,0,139.3,3.23,258,7.03,26.4,Yes,No
914,Odisha,District_9,2015-02-14,Air,350.9,307,76.6,Illegal Dumping,Partially Recovered,4688588,105,Yes,141,8,139.3,3.23,111,7.03,26.4,No,Yes
915,Punjab,District_19,2018-01-10,Soil,350.9,489,26.57,Agricultural Runoff,Recovered,507981,238,Yes,111,7,139.3,3.23,289,7.03,26.4,No,No
916,Karnataka,District_17,2023-06-30,Air,350.9,108,48.6,Deforestation,Unrecovered,4700676,99,Yes,163,4,139.3,3.23,110,7.03,26.4,Yes,No
917,Tamil Nadu,District_11,2020-12-25,Water,350.9,326,99.21,Industrial Waste,Partially Recovered,877414,175,No,111,5,139.3,3.23,395,7.03,26.4,Yes,Yes
918,Karnataka,District_9,2022-08-11,Water,350.9,132,68.98,Industrial Waste,Unrecovered,818344,248,No,152,4,139.3,3.23,61,7.03,26.4,No,No
919,Karnataka,District_10,2017-10-14,Water,350.9,329,84.29,Urban Expansion,Unrecovered,654927,75,Yes,120,3,139.3,3.23,186,7.03,26.4,No,No
920,Karnataka,District_18,2014-08-16,Water,350.9,296,42.07,Deforestation,Recovered,176587,2,No,65,9,139.3,3.23,244,7.03,26.4,Yes,Yes
921,Tamil Nadu,District_20,2022-06-21,Soil,350.9,90,77.02,Deforestation,Recovered,1790446,80,Yes,106,3,139.3,3.23,123,7.03,26.4,Yes,No
922,Kerala,District_13,2019-10-21,Mixed,350.9,466,5.01,Illegal Dumping,Partially Recovered,184847,287,Yes,91,9,139.3,3.23,185,7.03,26.4,No,Yes
923,West Bengal,District_8,2019-05-12,Mixed,350.9,19,13.17,Industrial Waste,Recovered,374211,7,Yes,146,7,139.3,3.23,92,7.03,26.4,Yes,No
924,Punjab,District_7,2021-08-15,Soil,350.9,17,21.1,Illegal Dumping,Unrecovered,3670983,86,No,26,7,139.3,3.23,88,7.03,26.4,Yes,No
